TimeStamp,Station.Number,Distance.from.36,Depth,Nitrate,Phosphate
2004-01,25,32.84,4,29.88,3.62
2004-01,26,28.76,5.5,29.65,3.65
2004-01,27,26.19,6.5,30.25,3.83
2004-01,28,23.57,8,30.76,4
2004-01,29,20.25,7.5,33.7,4.94
2004-01,29.5,17.56,8,33.98,4.82
2004-01,30,14.75,7,37.56,5.3
2004-01,31,10.61,7,46.1,6.1
2004-01,32,8.15,5.5,52.11,6.55
2004-01,33,6.81,6.5,52.6,6.59
2004-01,34,3.53,4,57.05,6.92
2004-01,35,1.66,4,,
2004-01,36,0,3.5,73.86,8.05
2004-01,649,132.94,6,22.32,1.29
2004-01,657,147.25,6,21.3,1.46
2004-02,2,127.71,6.5,,
2004-02,3,125.32,7,,
2004-02,4,119.9,9,,
2004-02,5,115.63,6.5,,
2004-02,6,110.9,6,,
2004-02,7,104.98,8,,
2004-02,8,99.77,8,,
2004-02,9,96.79,15,,
2004-02,10,93.6,9,,
2004-02,11,89.77,8,,
2004-02,12,84.45,5,,
2004-02,13,78.54,5.5,,
2004-02,14,74.43,7.5,,
2004-02,15,69.99,12,,
2004-02,16,63.08,6.5,,
2004-02,17,58.89,7.5,,
2004-02,18,54.95,20.5,,
2004-02,20,51.45,14,,
2004-02,21,46.63,9,,
2004-02,22,43.92,10,,
2004-02,23,39.66,8.033333333,,
2004-02,24,37.09,5.5,,
2004-02,25,32.84,4.764705882,,
2004-02,26,28.76,5.263157895,,
2004-02,27,26.19,6.260869565,,
2004-02,28,23.57,7.535714286,,
2004-02,29,20.25,7.75862069,,
2004-02,29.5,17.56,7.75862069,,
2004-02,30,14.75,6.76,,
2004-02,31,10.61,6.76,,
2004-02,32,8.15,6.260869565,,
2004-02,33,6.81,6.76,,
2004-02,34,3.53,4.071428571,,
2004-02,35,1.66,4,,
2004-02,36,0,3.272727273,,
2004-02,649,132.94,6.5,,
2004-02,657,147.25,6,,
2004-03,2,127.71,6,,
2004-03,3,125.32,6.5,,
2004-03,4,119.9,7,,
2004-03,6,110.9,6,,
2004-03,7,104.98,8,,
2004-03,8,99.77,8,,
2004-03,9,96.79,14.5,,
2004-03,10,93.6,9,,
2004-03,11,89.77,7.5,,
2004-03,12,84.45,5,,
2004-03,13,78.54,5,,
2004-03,14,74.43,6,,
2004-03,15,69.99,12,,
2004-03,16,63.08,7,,
2004-03,17,58.89,7,,
2004-03,18,54.95,21.5,,
2004-03,20,51.45,13.5,,
2004-03,21,46.63,9.019607843,,
2004-03,22,43.92,9.839285714,,
2004-03,23,39.66,7.697674419,,
2004-03,24,37.09,5.344827586,,
2004-03,25,32.84,4.72,,
2004-03,26,28.76,5.533333333,,
2004-03,27,26.19,6.342857143,,
2004-03,28,23.57,7.886363636,,
2004-03,29,20.25,7.840909091,,
2004-03,29.5,17.56,7.840909091,,
2004-03,30,14.75,6.894736842,,
2004-03,31,10.61,7.341463415,,
2004-03,32,8.15,6.03030303,,
2004-03,33,6.81,6.842105263,,
2004-03,34,3.53,3.736842105,,
2004-03,35,1.66,4.227272727,,
2004-03,36,0,3.736842105,,
2004-03,649,132.94,6,,
2004-03,657,147.25,5.5,,
2004-04,2,127.71,5.5,15.92,1.13
2004-04,3,125.32,6.5,16.11,1.17
2004-04,4,119.9,9,17.03,1.2
2004-04,5,115.63,6.5,17.38,1.24
2004-04,6,110.9,5.5,19.56,1.4
2004-04,7,104.98,8,21.51,1.6
2004-04,8,99.77,8,22.58,1.77
2004-04,9,96.79,15,23,1.88
2004-04,10,93.6,9,22.97,1.83
2004-04,11,89.77,7.5,22.93,1.95
2004-04,12,84.45,5,22.7,2.02
2004-04,13,78.54,5,21.06,2.03
2004-04,14,74.43,7.5,20.26,2.08
2004-04,15,69.99,12,19.69,2.05
2004-04,16,63.08,6.5,19.41,2.01
2004-04,17,58.89,6.5,19.03,1.97
2004-04,18,54.95,18.5,16.75,1.86
2004-04,20,51.45,13,17.87,1.94
2004-04,21,46.63,9.019607843,10.45,2.046666667
2004-04,22,43.92,9.518518519,10.25,2.28
2004-04,23,39.66,7.523809524,7.97,2.03
2004-04,24,37.09,5.037037037,10.74,2.01
2004-04,25,32.84,4.272727273,8.72,2.15
2004-04,26,28.76,5.482758621,6.97,2.44
2004-04,27,26.19,6.090909091,6.53,2.54
2004-04,28,23.57,7.720930233,6.83,2.82
2004-04,29,20.25,7.720930233,7.2,3.38
2004-04,29.5,17.56,7.523809524,9.57,3.68
2004-04,30,14.75,6.947368421,11.14666667,3.823333333
2004-04,31,10.61,6.72972973,28.4,5.95
2004-04,32,8.15,5.875,42.44,7.35
2004-04,33,6.81,6.121212121,43.78,7.41
2004-04,34,3.53,2.583333333,71.84,9.45
2004-04,35,1.66,3.769230769,,
2004-04,36,0,3.769230769,50.185,8.025
2004-04,649,132.94,6,15.38,1.11
2004-04,657,147.25,5.5,16.48,1.29
2004-05,2,127.71,5.5,22.37,1.65
2004-05,3,125.32,7.5,22.68,1.67
2004-05,4,119.9,8.5,23.18,1.72
2004-05,5,115.63,6.5,23.78,1.81
2004-05,6,110.9,6,24.1,1.96
2004-05,7,104.98,7,24.51,2.24
2004-05,8,99.77,8.5,24.19,2.26
2004-05,9,96.79,14.5,23.06,2.37
2004-05,10,93.6,8.5,22.65,2.37
2004-05,11,89.77,7.5,20.92,2.43
2004-05,12,84.45,5,20.44,2.45
2004-05,13,78.54,5,17.6,2.44
2004-05,14,74.43,8,17.01,2.35
2004-05,15,69.99,12.5,16.68,2.31
2004-05,16,63.08,6.5,16.71,2.18
2004-05,17,58.89,7.5,16.97,2.04
2004-05,18,54.95,22,16.59,2.03
2004-05,20,51.45,14,16.91,2.06
2004-05,21,46.63,9,15.36,2.39
2004-05,22,43.92,9.5,15.5,2.77
2004-05,23,39.66,7.5,15.64,3.2
2004-05,24,37.09,5,14.31,2.65
2004-05,25,32.84,4,13.84,3.28
2004-05,26,28.76,5.5,14.19,4.07
2004-05,27,26.19,6,14.89,4.44
2004-05,28,23.57,7,15.87,4.7
2004-05,29,20.25,7,17,5.09
2004-05,29.5,17.56,7,17.86,5.26
2004-05,30,14.75,5.5,20.53,5.94
2004-05,31,10.61,6,28.41,7.17
2004-05,32,8.15,5,34.86,8.1
2004-05,33,6.81,5.5,44.39,9.18
2004-05,34,3.53,3,69.04,11.07
2004-05,649,132.94,6,22.28,1.72
2004-05,657,147.25,5.5,19.55,1.63
2004-06,2,127.71,5.5,,
2004-06,3,125.32,6,,
2004-06,4,119.9,9,,
2004-06,5,115.63,5.5,,
2004-06,6,110.9,6,,
2004-06,7,104.98,7.5,,
2004-06,8,99.77,8,,
2004-06,9,96.79,17.5,,
2004-06,10,93.6,9,,
2004-06,11,89.77,6.5,,
2004-06,12,84.45,4.5,,
2004-06,13,78.54,5,,
2004-06,14,74.43,7,,
2004-06,15,69.99,12,,
2004-06,16,63.08,7,,
2004-06,17,58.89,6.5,,
2004-06,18,54.95,22.5,,
2004-06,20,51.45,12.5,,
2004-06,21,46.63,9,27.67,3.73
2004-06,22,43.92,9,,
2004-06,23,39.66,7.5,,
2004-06,24,37.09,4.5,,
2004-06,25,32.84,4.5,,
2004-06,26,28.76,5.5,,
2004-06,27,26.19,6,,
2004-06,28,23.57,7.5,,
2004-06,29,20.25,7.5,,
2004-06,29.5,17.56,7.5,,
2004-06,30,14.75,7,20.13,6.12
2004-06,31,10.61,6.5,,
2004-06,32,8.15,5.5,,
2004-06,33,6.81,6.5,,
2004-06,34,3.53,3,,
2004-06,35,1.66,3.5,,
2004-06,36,0,3,61.46,10.99
2004-06,649,132.94,5.5,,
2004-06,657,147.25,5,,
2004-07,2,127.71,5.5,,
2004-07,3,125.32,7,,
2004-07,4,119.9,9,,
2004-07,5,115.63,6.5,,
2004-07,6,110.9,6,,
2004-07,7,104.98,7.5,,
2004-07,8,99.77,8,,
2004-07,9,96.79,14,,
2004-07,10,93.6,9.5,,
2004-07,11,89.77,10.5,,
2004-07,12,84.45,5,,
2004-07,13,78.54,5,,
2004-07,14,74.43,7.5,,
2004-07,15,69.99,12,,
2004-07,16,63.08,6.5,,
2004-07,17,58.89,7,,
2004-07,18,54.95,21.5,,
2004-07,20,51.45,13,,
2004-07,21,46.63,9.5,20.89,2.82
2004-07,22,43.92,10,,
2004-07,23,39.66,8,,
2004-07,24,37.09,5.5,,
2004-07,25,32.84,4.5,,
2004-07,26,28.76,6,,
2004-07,27,26.19,7,,
2004-07,28,23.57,8,,
2004-07,29,20.25,7.5,,
2004-07,29.5,17.56,7.5,,
2004-07,30,14.75,6,10.47,7.08
2004-07,31,10.61,7,,
2004-07,32,8.15,6,,
2004-07,33,6.81,6.5,,
2004-07,34,3.53,3,37.76,11.69
2004-07,649,132.94,6,,
2004-07,657,147.25,5.5,,
2004-08,2,127.71,6.5,,
2004-08,3,125.32,6.5,,
2004-08,4,119.9,8,,
2004-08,5,115.63,6,,
2004-08,6,110.9,6,,
2004-08,7,104.98,7.5,,
2004-08,8,99.77,8,,
2004-08,9,96.79,15.5,,
2004-08,10,93.6,9,,
2004-08,11,89.77,7.5,,
2004-08,12,84.45,5,,
2004-08,13,78.54,5,,
2004-08,14,74.43,7.5,,
2004-08,15,69.99,11.5,,
2004-08,16,63.08,6.5,,
2004-08,17,58.89,7,,
2004-08,18,54.95,22,,
2004-08,20,51.45,11.5,,
2004-08,21,46.63,9,18.5,3.03
2004-08,22,43.92,10,,
2004-08,23,39.66,8,,
2004-08,24,37.09,5,,
2004-08,25,32.84,5,,
2004-08,26,28.76,5.5,,
2004-08,27,26.19,6.5,,
2004-08,28,23.57,8,,
2004-08,29,20.25,8,,
2004-08,29.5,17.56,7.5,,
2004-08,30,14.75,6.5,16.18,8.77
2004-08,31,10.61,7,,
2004-08,32,8.15,6,,
2004-08,33,6.81,6,,
2004-08,34,3.53,3,,
2004-08,35,1.66,3.5,,
2004-08,36,0,3.5,40.08,13.14
2004-08,649,132.94,6,,
2004-08,657,147.25,5.5,,
2004-09,2,127.71,5.5,,
2004-09,3,125.32,6.5,,
2004-09,4,119.9,9,,
2004-09,5,115.63,7,,
2004-09,6,110.9,6,,
2004-09,7,104.98,7.5,,
2004-09,8,99.77,8.5,,
2004-09,9,96.79,14,,
2004-09,10,93.6,9.5,,
2004-09,11,89.77,9,,
2004-09,12,84.45,5,,
2004-09,13,78.54,5.5,,
2004-09,14,74.43,7,,
2004-09,15,69.99,12.5,0.09,1.93
2004-09,16,63.08,6.5,,
2004-09,17,58.89,7.5,,
2004-09,18,54.95,22.5,,
2004-09,20,51.45,11.5,,
2004-09,21,46.63,9,4.87,2.4
2004-09,22,43.92,10,,
2004-09,23,39.66,7.827586207,,
2004-09,24,37.09,5.263157895,,
2004-09,25,32.84,4.266666667,,
2004-09,26,28.76,5.761904762,,
2004-09,27,26.19,6.541666667,,
2004-09,28,23.57,7.75862069,,
2004-09,29,20.25,7.333333333,,
2004-09,29.5,17.56,7.75862069,,
2004-09,30,14.75,6.84,8.9,10.95
2004-09,31,10.61,6.541666667,,
2004-09,32,8.15,5.761904762,,
2004-09,33,6.81,6.045454545,,
2004-09,34,3.53,3,37.07,14.72
2004-09,35,1.66,4.5,,
2004-09,36,0,3,,
2004-09,649,132.94,6.5,,
2004-09,657,147.25,5,,
2004-10,21,46.63,10,12.07,2.52
2004-10,22,43.92,10,,
2004-10,23,39.66,8.5,,
2004-10,24,37.09,5.5,,
2004-10,25,32.84,4.5,,
2004-10,26,28.76,5.5,,
2004-10,27,26.19,7,,
2004-10,28,23.57,8,,
2004-10,29,20.25,8,,
2004-10,30,14.75,7.5,11.28,8.8
2004-10,31,10.61,7,,
2004-10,32,8.15,6.5,,
2004-10,33,6.81,6,,
2004-10,34,3.53,3.5,,
2004-10,35,1.66,4,,
2004-10,36,0,3.5,56.49,12.83
2004-11,2,127.71,2,,
2004-11,3,125.32,2,,
2004-11,4,119.9,2,,
2004-11,5,115.63,2,,
2004-11,6,110.9,7,28.47,2.71
2004-11,7,104.98,2,,
2004-11,9,96.79,18.5,25.71,2.89
2004-11,10,93.6,9,,
2004-11,11,89.77,8,,
2004-11,12,84.45,5,,
2004-11,13,78.54,5,20.31,2.61
2004-11,14,74.43,7,,
2004-11,15,69.99,12.5,18.3,2.64
2004-11,16,63.08,7.5,,
2004-11,17,58.89,6.5,,
2004-11,18,54.95,18,14.44,2.26
2004-11,20,51.45,13.5,,
2004-11,21,46.63,9,15.1,2.64
2004-11,22,43.92,10,,
2004-11,23,39.66,8,,
2004-11,24,37.09,5,19.04,4.65
2004-11,25,32.84,4.5,,
2004-11,26,28.76,6,,
2004-11,27,26.19,6,22.15,6.9
2004-11,28,23.57,8,,
2004-11,29,20.25,8,,
2004-11,29.5,17.56,8,,
2004-11,30,14.75,6.5,28.36,7.3
2004-11,31,10.61,7,,
2004-11,32,8.15,5.5,36.6,9.02
2004-11,33,6.81,6.5,,
2004-11,34,3.53,3.5,,
2004-11,35,1.66,3.5,,
2004-11,36,0,3.5,55.06,10.68
2004-11,649,132.94,2,,
2004-11,657,147.25,7.25,,
2004-12,2,127.71,5.111111111,35.77,2.33
2004-12,3,125.32,6.5,36.03,2.37
2004-12,4,119.9,9.5,35.51,2.34
2004-12,5,115.63,6.5,35.87,2.44
2004-12,6,110.9,6.5,35.37,2.47
2004-12,7,104.98,8,32.46,2.6
2004-12,8,99.77,8.5,31.14,2.55
2004-12,9,96.79,16,30.54,2.54
2004-12,10,93.6,9,30.29,2.54
2004-12,11,89.77,10.5,30.75,2.53
2004-12,12,84.45,5.5,26.89,1.93
2004-12,13,78.54,5.5,22.38,2.38
2004-12,14,74.43,8,21.68,2.36
2004-12,15,69.99,12.5,20.87,2.31
2004-12,16,63.08,7,14.51,1.83
2004-12,17,58.89,7.5,17.02,2.1
2004-12,18,54.95,20,12.02,1.49
2004-12,20,51.45,13.5,13.01,1.63
2004-12,21,46.63,9.5,16.02,2.2
2004-12,22,43.92,10,17.06,2.28
2004-12,23,39.66,8,18.89,2.69
2004-12,24,37.09,6,22.15,4.02
2004-12,25,32.84,4.5,28.35,5.4
2004-12,26,28.76,5.5,30.51,5.92
2004-12,27,26.19,6.5,33.32,6.05
2004-12,28,23.57,7.5,34.97,6.3
2004-12,29,20.25,7.5,37.74,6.73
2004-12,29.5,17.56,7.5,39.3,6.93
2004-12,30,14.75,7,45.89,7.48
2004-12,31,10.61,6.5,48.98,7.71
2004-12,32,8.15,6,54.63,8.07
2004-12,33,6.81,6.5,64.46,8.7
2004-12,34,3.53,2.5,66.52,8.53
2004-12,35,1.66,3.5,,
2004-12,36,0,3,71.04,8.84
2004-12,649,132.94,6.5,34.9,2.25
2004-12,657,147.25,5.5,31.53,1.74
2005-01,2,127.71,6,,
2005-01,3,125.32,7,,
2005-01,4,119.9,9.5,,
2005-01,5,115.63,6.5,,
2005-01,6,110.9,6.5,,
2005-01,7,104.98,8,,
2005-01,8,99.77,9,,
2005-01,9,96.79,15.5,,
2005-01,10,93.6,10,,
2005-01,11,89.77,7.5,,
2005-01,12,84.45,5.5,,
2005-01,13,78.54,5.5,,
2005-01,14,74.43,8,,
2005-01,15,69.99,12,,
2005-01,16,63.08,7.5,,
2005-01,17,58.89,8,,
2005-01,18,54.95,21,,
2005-01,20,51.45,12.5,,
2005-01,21,46.63,9.5,,
2005-01,22,43.92,9,,
2005-01,23,39.66,8,,
2005-01,24,37.09,5.5,,
2005-01,25,32.84,5,,
2005-01,26,28.76,6,,
2005-01,27,26.19,6.5,,
2005-01,28,23.57,8,,
2005-01,29,20.25,8,,
2005-01,29.5,17.56,8.5,,
2005-01,30,14.75,7,,
2005-01,31,10.61,6.5,,
2005-01,32,8.15,6,,
2005-01,33,6.81,6,,
2005-01,34,3.53,3,,
2005-01,35,1.66,3,,
2005-01,36,0,3,,
2005-01,649,132.94,6,,
2005-01,657,147.25,6.5,,
2005-02,2,127.71,6.5,,
2005-02,3,125.32,6.5,39.14,1.88
2005-02,4,119.9,9.5,,
2005-02,5,115.63,7,,
2005-02,6,110.9,6.5,36.2,2.04
2005-02,7,104.98,8,,
2005-02,8,99.77,9,,
2005-02,9,96.79,18,,
2005-02,10,93.6,10,,
2005-02,11,89.77,11.5,25.5,1.8
2005-02,12,84.45,5.5,,
2005-02,13,78.54,6,22.54,1.88
2005-02,14,74.43,8.5,,
2005-02,15,69.99,13.5,,
2005-02,16,63.08,8,,
2005-02,17,58.89,8,,
2005-02,18,54.95,21,,
2005-02,20,51.45,11,,
2005-02,21,46.63,9.258064516,19.93,2.06
2005-02,22,43.92,10.52777778,,
2005-02,23,39.66,7.541666667,,
2005-02,24,37.09,6.055555556,,
2005-02,25,32.84,5.4,,
2005-02,26,28.76,5.764705882,,
2005-02,27,26.19,6.761904762,,
2005-02,28,23.57,8.5,,
2005-02,29,20.25,7.76,,
2005-02,29.5,17.56,7.76,,
2005-02,30,14.75,7,,
2005-02,31,10.61,7,,
2005-02,32,8.15,6.5,,
2005-02,33,6.81,6.761904762,,
2005-02,34,3.53,3.285714286,,
2005-02,35,1.66,4,,
2005-02,36,0,3.7,89.03,9
2005-02,649,132.94,7,39.91,3.06
2005-02,657,147.25,6,,
2005-03,2,127.71,5,,
2005-03,3,125.32,6.5,32.77,2.58
2005-03,4,119.9,8,,
2005-03,5,115.63,5.5,,
2005-03,6,110.9,6,36.45,2.9
2005-03,7,104.98,7,,
2005-03,8,99.77,5,,
2005-03,9,96.79,14,29.23,2.37
2005-03,10,93.6,8.5,,
2005-03,11,89.77,7,,
2005-03,12,84.45,5.5,,
2005-03,13,78.54,5.5,18.29,2.4
2005-03,14,74.43,7.5,,
2005-03,15,69.99,13,17.55,1.78
2005-03,16,63.08,7,,
2005-03,17,58.89,7,,
2005-03,18,54.95,22.5,7.32,1.11
2005-03,20,51.45,11.5,,
2005-03,21,46.63,9.818181818,18.025,2.715
2005-03,22,43.92,10.25714286,,
2005-03,23,39.66,8.5,,
2005-03,24,37.09,5.5625,20.635,2.625
2005-03,25,32.84,5,,
2005-03,26,28.76,6,,
2005-03,27,26.19,6.761904762,26.35,3.8
2005-03,28,23.57,8.259259259,,
2005-03,29,20.25,8,,
2005-03,29.5,17.56,7.76,,
2005-03,30,14.75,6.761904762,29.72,4.785
2005-03,31,10.61,7.260869565,,
2005-03,32,8.15,6.55,40.645,6.535
2005-03,33,6.81,6.761904762,,
2005-03,34,3.53,3.777777778,,
2005-03,35,1.66,3.727272727,,
2005-03,36,0,3.333333333,58.205,9.09
2005-03,649,132.94,5.5,23.99,2.46
2005-03,657,147.25,5,,
2005-04,2,127.71,6,,
2005-04,3,125.32,7.5,23.58,2.21
2005-04,4,119.9,9,,
2005-04,5,115.63,6.5,,
2005-04,6,110.9,6.5,27.11,2.14
2005-04,7,104.98,7,,
2005-04,8,99.77,8.5,,
2005-04,9,96.79,15.5,28.58,2.28
2005-04,10,93.6,9.5,,
2005-04,11,89.77,8,,
2005-04,12,84.45,5,,
2005-04,13,78.54,5,21.95,2.34
2005-04,14,74.43,7,,
2005-04,15,69.99,12.5,,
2005-04,16,63.08,6.5,,
2005-04,17,58.89,6.5,,
2005-04,18,54.95,20.32876712,18.375,1.965
2005-04,20,51.45,12,,
2005-04,21,46.63,9.757575758,21.225,2.985
2005-04,22,43.92,10,,
2005-04,23,39.66,8.259259259,,
2005-04,24,37.09,5.266666667,22.4,3.185
2005-04,25,32.84,5,,
2005-04,26,28.76,6,,
2005-04,27,26.19,6.55,27.535,4.61
2005-04,28,23.57,8.333333333,,
2005-04,29,20.25,8.259259259,,
2005-04,29.5,17.56,8.038461538,33.77,4.65
2005-04,30,14.75,7.5,30.9,5.945
2005-04,31,10.61,7.045454545,,
2005-04,32,8.15,6.294117647,,
2005-04,33,6.81,6.761904762,24.76,5.77
2005-04,34,3.53,4,,
2005-04,35,1.66,4.1,,
2005-04,36,0,3.5,55.435,9.035
2005-04,649,132.94,6.5,,
2005-04,657,147.25,6,,
2005-05,2,127.71,6,,
2005-05,3,125.32,6,,
2005-05,4,119.9,10.5,,
2005-05,5,115.63,7,,
2005-05,6,110.9,6.5,,
2005-05,7,104.98,8.5,,
2005-05,8,99.77,8,,
2005-05,9,96.79,15.5,,
2005-05,10,93.6,10,,
2005-05,11,89.77,11,,
2005-05,12,84.45,5.5,,
2005-05,13,78.54,5.5,,
2005-05,14,74.43,8,,
2005-05,15,69.99,12.5,,
2005-05,16,63.08,7.5,,
2005-05,17,58.89,7.5,,
2005-05,18,54.95,20.21621622,13.54,2.05
2005-05,20,51.45,15,,
2005-05,21,46.63,9.258064516,16.22,2.13
2005-05,22,43.92,10.25714286,,
2005-05,23,39.66,8.259259259,,
2005-05,24,37.09,5.764705882,17.53,2.81
2005-05,25,32.84,4.583333333,,
2005-05,26,28.76,5.764705882,,
2005-05,27,26.19,6.857142857,19.79,3.62
2005-05,28,23.57,8,,
2005-05,29,20.25,8.038461538,,
2005-05,29.5,17.56,7.5,,
2005-05,30,14.75,6.857142857,22.82,4.96
2005-05,31,10.61,7.045454545,,
2005-05,32,8.15,6.55,,
2005-05,33,6.81,7.260869565,23.09,5.57
2005-05,34,3.53,3.5,,
2005-05,35,1.66,3.818181818,,
2005-05,36,0,3.5,33.23,7.12
2005-05,649,132.94,6,,
2005-05,657,147.25,5.5,,
2005-06,2,127.71,6.5,,
2005-06,3,125.32,6.5,14.51,1.97
2005-06,4,119.9,9.5,,
2005-06,5,115.63,7.5,,
2005-06,6,110.9,6.5,,
2005-06,7,104.98,8,,
2005-06,8,99.77,9,,
2005-06,9,96.79,14,18.98,2.58
2005-06,10,93.6,10,,
2005-06,11,89.77,8,,
2005-06,12,84.45,5.5,,
2005-06,13,78.54,6,,
2005-06,14,74.43,8.5,,
2005-06,15,69.99,12.5,19.98,2.99
2005-06,16,63.08,7,,
2005-06,17,58.89,7.5,,
2005-06,18,54.95,22,,
2005-06,20,51.45,13.5,,
2005-06,21,46.63,9.5,20.18,3.06
2005-06,22,43.92,10,,
2005-06,23,39.66,8,,
2005-06,24,37.09,5.5,,
2005-06,25,32.84,4.5,,
2005-06,26,28.76,5.5,,
2005-06,27,26.19,6.5,,
2005-06,28,23.57,7.5,,
2005-06,29,20.25,7,,
2005-06,29.5,17.56,7.5,,
2005-06,30,14.75,6.5,31.99,8.88
2005-06,31,10.61,6.5,,
2005-06,32,8.15,5.5,61.59,12.59
2005-06,33,6.81,5.5,,
2005-06,34,3.53,3.5,,
2005-06,649,132.94,6.5,,
2005-06,657,147.25,6.5,10.86,1.6
2005-08,21,46.63,9,14.35,2.94
2005-08,22,43.92,10.5,,
2005-08,23,39.66,8.5,,
2005-08,24,37.09,6.5,15.75,3.44
2005-08,25,32.84,5,,
2005-08,26,28.76,6,,
2005-08,27,26.19,7,11.22,5.61
2005-08,28,23.57,8,,
2005-08,29,20.25,8.5,,
2005-08,29.5,17.56,8.5,,
2005-08,30,14.75,7.5,7.91,8.5
2005-08,31,10.61,7.5,,
2005-08,32,8.15,6.5,0.46,8.86
2005-08,33,6.81,7,1.21,9.42
2005-08,34,3.53,4,,
2005-08,35,1.66,4.5,,
2005-08,36,0,4,13.74,11.9
2005-09,2,127.71,6,,
2005-09,3,125.32,6.5,21.48,2.4
2005-09,4,119.9,9,,
2005-09,5,115.63,6,,
2005-09,6,110.9,6.5,23.44,3.01
2005-09,7,104.98,8,,
2005-09,8,99.77,8.5,,
2005-09,9,96.79,16.5,24.11,3.58
2005-09,10,93.6,9.5,,
2005-09,11,89.77,8,,
2005-09,12,84.45,5.5,,
2005-09,13,78.54,5,18.75,3.55
2005-09,14,74.43,7.5,,
2005-09,15,69.99,12,14.68,4.11
2005-09,16,63.08,6.5,,
2005-09,17,58.89,7,,
2005-09,18,54.95,23,13.51,2.75
2005-09,20,51.45,13,,
2005-09,21,46.63,9.5,14.185,3.685
2005-09,22,43.92,10.27027027,,
2005-09,23,39.66,8.5,,
2005-09,24,37.09,5.736842105,12.44,5.17
2005-09,25,32.84,4.733333333,,
2005-09,26,28.76,5.736842105,,
2005-09,27,26.19,6.5,6.05,7.96
2005-09,28,23.57,7.740740741,,
2005-09,29,20.25,8,,
2005-09,29.5,17.56,7.5,,
2005-09,30,14.75,7.28,4.505,8.91
2005-09,31,10.61,7,,
2005-09,32,8.15,6.238095238,8.88,10.78
2005-09,33,6.81,6.739130435,,
2005-09,34,3.53,3.222222222,,
2005-09,35,1.66,4.5,,
2005-09,36,0,3.5,26.725,13.72
2005-09,649,132.94,6,,
2005-09,657,147.25,5.5,,
2005-10,2,127.71,6,,
2005-10,3,125.32,6.5,21.96,2.62
2005-10,4,119.9,9,,
2005-10,5,115.63,6.5,,
2005-10,6,110.9,6,22.69,2.89
2005-10,7,104.98,7.5,,
2005-10,8,99.77,9,,
2005-10,9,96.79,14,19.38,3.31
2005-10,10,93.6,9.5,,
2005-10,11,89.77,8.5,,
2005-10,12,84.45,5,,
2005-10,13,78.54,5.5,13.65,2.87
2005-10,14,74.43,5,,
2005-10,15,69.99,12.5,12.1,2.81
2005-10,16,63.08,7,,
2005-10,17,58.89,7.5,,
2005-10,18,54.95,19,15.32,2.29
2005-10,20,51.45,12.5,,
2005-10,21,46.63,9.756756757,14.61,2.865
2005-10,22,43.92,10,,
2005-10,23,39.66,8,,
2005-10,24,37.09,5.761904762,16.5,3.465
2005-10,25,32.84,5,,
2005-10,26,28.76,5.761904762,,
2005-10,27,26.19,6.76,12.885,6.19
2005-10,28,23.57,8,,
2005-10,29,20.25,8.5,,
2005-10,29.5,17.56,8,,
2005-10,30,14.75,6.76,7.625,7.11
2005-10,31,10.61,6.260869565,,
2005-10,32,8.15,6,10.645,8.98
2005-10,33,6.81,6.76,,
2005-10,34,3.53,3.5,,
2005-10,35,1.66,4,,
2005-10,36,0,3.1,44.73,12.53
2005-10,649,132.94,6.5,,
2005-10,657,147.25,5.5,,
2005-11,2,127.71,6,,
2005-11,3,125.32,6.5,28.69,1.78
2005-11,4,119.9,9,,
2005-11,5,115.63,6.5,,
2005-11,6,110.9,6,27.1,2.21
2005-11,7,104.98,8.5,,
2005-11,8,99.77,7.5,,
2005-11,9,96.79,14.5,24.42,2.44
2005-11,10,93.6,9,,
2005-11,11,89.77,11,,
2005-11,12,84.45,4.5,,
2005-11,13,78.54,5,20.6,3.12
2005-11,14,74.43,8,,
2005-11,15,69.99,12,20.07,3.04
2005-11,16,63.08,7,,
2005-11,17,58.89,7,,
2005-11,18,54.95,14,15.47,2.48
2005-11,20,51.45,12.5,,
2005-11,21,46.63,9,14.915,2.3
2005-11,22,43.92,9.756756757,,
2005-11,23,39.66,8,,
2005-11,24,37.09,5.368421053,21.31,3.83
2005-11,25,32.84,5,,
2005-11,26,28.76,5.761904762,,
2005-11,27,26.19,6.260869565,20.97,4.915
2005-11,28,23.57,7.75862069,,
2005-11,29,20.25,7.75862069,,
2005-11,29.5,17.56,7.75862069,,
2005-11,30,14.75,6.541666667,18.91,7
2005-11,31,10.61,7,,
2005-11,32,8.15,5.761904762,31.32,9.095
2005-11,33,6.81,6.5,,
2005-11,34,3.53,3.769230769,,
2005-11,35,1.66,3.769230769,,
2005-11,36,0,3.5,60.13,12.825
2005-11,649,132.94,6.5,,
2005-11,657,147.25,5.5,,
2005-12,2,127.71,5.5,,
2005-12,3,125.32,7.5,29.71,1.69
2005-12,4,119.9,9,,
2005-12,5,115.63,6.5,,
2005-12,6,110.9,6,32.9,1.95
2005-12,7,104.98,7,,
2005-12,8,99.77,8.5,,
2005-12,9,96.79,15,31.74,2.18
2005-12,10,93.6,10,,
2005-12,11,89.77,9.5,,
2005-12,12,84.45,4.5,,
2005-12,13,78.54,5,26.84,2.9
2005-12,14,74.43,7.5,,
2005-12,15,69.99,12.5,23.99,2.75
2005-12,16,63.08,6,,
2005-12,17,58.89,7,,
